package,owner
mCSEA,bioc
MCSim,cran
mcStats,mczek
mctest,itfeature
mctq,ropensci
mcunit,agandy
mcvis,kevinwang09
mcwr,dcschneider
md,cran
md.log,haghish
mda,trevorhastie
mDAG,wjzhong
mdapack,uczhn
mdatools,svkucheryavski
MDBED,lfduquey
mdbr,kiernann
mde,nelson-gon
mded,cran
MDEI,ratkovic
mdendro,albyfs
MDFS,yoctozepto
mdftracks,burgerga
mdgc,boennecd
mdhglm,msnoh1
MDimNormn,cran
mdir,stcolema
mdir.logrank,marcdii
MDMAPR,alkabenawra
mdmb,alexanderrobitzsch
MDMR,dmcartor
MDOLS,cran
mdp,bioc
mdpeer,martakarass
MDplot,mdplot
MDPtoolbox,gchapron
mdqc,bioc
mds,gchung05
mdscore,cran
mdsdt,hawkrobe
MDSGUI,cran
MDSMap,cran
mdsOpt,a-dudek-ue
MDSPCAShiny,kartikeyabolar
mdsr,mdsr-book
MDSS,tsutatsuta
mdthemes,cran
MDTS,bioc
mdw,youyifong
MEAL,bioc
meanr,wrathematics
meanShiftR,jlisic
meantables,mbcann01
measr,wjakethompson
MeasurementError.cor,bioc
measurementProtocol,markedmondson1234
measurements,matthewabirk
measures,philipppro
measuRing,wilarhen
MEAT,sarah-voisin
MEB,bioc
meboot,cran
MEclustnet,gormleyi
meconetcomp,chiliubio
mecor,lindanab
mecoturn,chiliubio
MED,kcgchan
MedDietCalc,miguelmenendezorenga
mederrRank,cran
medExtractR,cran
medfate,emf-creaf
medflex,jmpsteen
mediacloudr,jandix
MediaK,robertren
Mediana,gpaux
MedianaDesigner,medianasoft
MediaNews,cran
mediateP,chaochengstat
mediation,teppeiyamamoto
mediationsens,cran
medicaldata,higgi13425
medicalrisk,patrickmdnet
medicare,robertgambrel
MEDIPS,bioc
meditations,jacobkap
MEDITS,cran
MedLEA,thiyangtdata
MEDME,bioc
medrxivr,ropensci
medScan,umich-cphds
MEDseq,keefe-murphy
meerva,cran
meetupapi,zacdav
mefa,psolymos
mefa4,psolymos
Mega2R,danieleweeks
megadepth,lieberinstitute
MEGENA,songw01
meifly,hadley
MEIGOR,bioc
mekko,ryninho
Melissa,bioc
melt,ropensci
meltr,r-lib
meltt,kdonnay
mem,lozalojo
memapp,lozalojo
meme,guangchuangyu
memery,leonawicz
memes,snystrom
memgene,ecologics
memify,cran
memisc,melff
memo,crowding
memochange,kaiwenger
memofunc,rwetherall
memoiR,ericmarcon
memoise,r-lib
memor,hebrewseniorlife
memoria,blasbenito
MEMSS,stevencarlislewalker
memuse,shinra-dev
MendelianRandomization,sb452
MEPDF,cran
Mercator,cran
merDeriv,nctingwang
Mergeomics,bioc
mergeTrees,audreh
merlin,cran
MERO,mohmedsoudy
merror,rabilon
merTools,jknowles
MeSHDbi,kokitsuyuzaki
meshed,mkln
meshes,yulab-smu
MeshesTools,stla
meshr,rikenbit
MesKit,bioc
MESS,ekstroem
messaging,rich-iannone
messi,umich-cphds
messina,bioc
messy.cats,hkarp1
messydates,jhollway
Mestim,cran
meta,guido-s
meta.shrinkage,cran
meta4diag,catefiora
MetaAnalyser,chjackson
Metab,bioc
metabCombiner,hhabra
metabias,mathurlabstanford
metabinR,gkanogiannis
metaBLUE,cran
metaBMA,danheck
MetaboAnnotation,rformassspectrometry
MetaboCoreUtils,rformassspectrometry
metaboData,aberhrml
MetabolAnalyze,gormleyi
metabolic,fmmattioni
MetabolicSurv,olajumokeevangelina
MetabolomicsBasics,janlisec
metabolomicsR,xikunhan
metabolomicsWorkbenchR,bioc
metabomxtr,bioc
MetaboQC,monicacalsan
MetaboSignal,bioc
metabup,dcahoy
metacart,github-ms
metaCCA,bioc
metaCluster,diprosinha
metacoder,grunwaldlab
metacom,taddallas
MetaComp,seninp-bioinfo
metaconfoundr,malcolmbarrett
metacor,elaliberte
metacore,atorus-research
MetaculR,josephd000
MetaCycle,gangwug
MetaCyto,bioc
metadat,wviechtb
metaDigitise,daniel1noble
metadynminer,spiwokv
metadynminer3d,spiwokv
metaEnsembleR,ajayarunachalam
metafolio,seananderson
metafor,wviechtb
metaforest,cjvanlissa
metafuse,cran
metagam,lifebrain
metaGE,cran
metagear,mjlajeunesse
metagene,charlesjb
metagene2,arnauddroitlab
metagenomeSeq,hcbravolab
metaggR,satopaa
metahdep,johnrstevens
MetaheuristicFPA,cran
metaheuristicOpt,lala-s-riza
MetaIntegration,umich-biostatistics
MetaIntegrator,aditya1101
metajam,nceas
MetaLandSim,fmestre1
metaLik,cran
metalite,merck
metalite.ae,merck
MetaLonDA,aametwally
MetAlyzer,nilsmechtel
metaMA,sblanck
metamedian,stmcg
metamer,eliocamp
metamicrobiomeR,nhanhocu
metamisc,smartdata-analysis-and-statistics
metaMS,yguitton
metan,tiagoolivoto
MetaNeighbor,bioc
metanetwork,marcohlmann
metansue,cran
metap,deweyme
metapack,daeyounglim
MetaPhOR,bioc
metaplot,bergsmat
metaplus,kjbeath
metapod,bioc
metapone,bioc
metapost,pmur002
metapower,cran
metapro,ysora
metaprotr,aaronmilloro
metarep,ijaljuli
metaRMST,iweir
metaRNASeq,sblanck
metaSDTreg,cran
metaSEM,mikewlcheung
metasens,guido-s
metaSeq,kokitsuyuzaki
metaseqR2,pmoulos
MetaSKAT,leeshawn
MetaStan,gunhanb
MetaSubtract,cran
metaSurvival,shubhrampandey
metatest,ingmarvisser
metathis,gadenbuie
metatools,pharmaverse
metaumbrella,cran
MetaUtility,mayamathur
metavcov,luminwin
metaviz,mkossmeier
MetaVolcanoR,bioc
metawho,shixiangwang
MetBrewer,cran
MetChem,tkcaccia
MetCirc,bioc
meteo,r-forge
meteoEVT,noctiluc3nt
meteoForecast,oscarperpinan
meteoland,emf-creaf
meteor,cropmodels
meteorits,fchamroukhi
meteospain,emf-creaf
meteR,cmerow
MEtest,cran
metevalue,cran
MetGen,cran
MethComp,ekstroem
methcon5,uscbiostats
methimpute,bioc
methInheritSim,belleau
MethodCompare,cran
MethPed,bioc
MethReg,transbioinfolab
methrix,compepigen
MethTargetedNGS,bioc
MethylAid,bioc
methylCC,stephaniehicks
methylclock,isglobal-brge
methylGSA,reese3928
methylInheritance,adeschen
methylKit,al2na
MethylMix,bioc
methylMnM,bioc
methylPipe,bioc
methylscaper,bioc
MethylSeekR,bioc
methylSig,sartorlab
methylumi,seandavi
MetID,ressomlab
MetNet,bioc
MeTo,ullid
metools,jvg0mes
MetProc,mchaffin17
metR,eliocamp
metrica,adriancorrendo
MetricGraph,davidbolin
Metrics,mfrasco
metricsgraphics,hrbrmstr
MetricsWeighted,mayer79
metrix,juanmac17
metro,kiernann
metRology,cran
metropolis,alexpkeil1
mets,kkholst
MetSizeR,kfinucane
metsyn,paulponcet
mev,lbelzile
mewAvg,apintar
MexBrewer,paezha
mexhaz,cran
mexicolors,alexplatasl
mExplorer,reimand0
mfa,bioc
mfaces,cli9
MFAg,cran
mFD,cmlmagneville
mfdb,lentinj
MFDFA,mlaib
mFDP,cran
mfGARCH,onnokleen
mFilter,mbalcilar
mFLICA,darkeyes
MFO,jorgedelro
mfp,georgheinze
MFPCA,clarahapp
mfpp,kzst
MFSIS,cran
MFT,cran
MfUSampler,asmahani
Mfuzz,bioc
mfx,a-fernihough
MG1StationaryProbability,mashroommole
mgarchBEKK,vst
MGBT,cran
mgc,neurodata
mgcv,cran
mgcViz,mfasiolo
MGDrivE,marshalllab
MGDrivE2,marshalllab
mgee2,cran
MGFM,bioc
MGFR,bioc
mggd,cran
MGL,cran
mglasso,desanou
MGLM,juhkim111
mglmn,mattocci27
mgm,jmbh
MGMM,zrmacc
MGMS2,cran
mgpStreamingSDK,nathcarr55
mgsa,sba1
MGSDA,irinagain
mgss,splinesmoothing
mgsub,bmewing
mgwrsar,cran
mhazard,cran
mhcnuggetsr,richelbilderbeek
MHCtools,jr-evolecol
MHD,cran
MHDA,cran
mHG,kobiperl
mHMMbayes,emmekeaarts
mhsmm,cran
mhtboot,abhirupkgp
MHTdiscrete,allenzhuaz
MHTmult,allenzhuaz
MHTrajectoryR,masedki
mhurdle,ycroissant
mi,cran
mi4p,mariechion
mia,microbiome
MIAmaxent,julienvollering
miaSim,microbiome
miaViz,bioc
micar,obiba
micd,bips-hb
mice,amices
miceadds,alexanderrobitzsch
miceafter,mwheymans
micEcon,arne-henningsen
micEconAids,arne-henningsen
micEconCES,micecon
micEconDistRay,micecon
micEconIndex,arne-henningsen
micEconSNQP,arne-henningsen
miceFast,polkas
micemd,vaudigier
miceRanger,farrellday
michelRodange,b-rodrigues
MiChip,bioc
miclust,jobago
micompr,nunofachada
miCoPTCM,cran
microbats,stathwang
microbenchmark,joshuaulrich
microbial,guokai8
microbiome,microbiome
microbiomeDASim,williazo
microbiomeExplorer,bioc
microbiomeMarker,yiluheihei
MicrobiomeProfiler,yulab-smu
MicrobiomeStat,cran
MicrobiotaProcess,yulab-smu
microclass,larssnip
microcontax,larssnip
MicroDatosEs,ropenspain
microeco,chiliubio
microhaplot,ngthomas
MicroMacroMultilevel,cran
micromap,fawda123
micromapST,jpearson0525
MicroMoB,dd-harp
MicroNiche,damienfinn
micropan,larssnip
microplot,rmheiberger
microPop,helenkettle
microRNA,bioc
microsamplingDesign,ablommaert
microseq,larssnip
microservices,tidylab
microsimulation,mclements
Microsoft365R,azure
microSTASIS,biotechpedro
microsynth,michaelwrobbins
MicSim,bieneschwarze
MICsplines,yili-hong
MICSQTL,bioc
MiDA,cran
midas,shapenaji
midas2,sullivan0147
midasHLA,bioc
midasml,jstriaukas
midasr,mpiktas
midastouch,philippgaffert
MIDASwrappeR,pteridin
midfieldr,midfieldr
MIDN,cran
midrangeMCP,bendeivide
miesmuschel,mlr-org
mifa,teebusch
migest,guyabel
migraph,snlab-ch
migrate,mthomas-ketchbrook
migration.indices,daroczig
migui,cran
miic,miicteam
MIIPW,atanubhattacharjee
MIIVsem,zackfisher
mikropml,schlosslab
mildsvm,skent259
miLineage,cran
miloR,marionilab
milorGWAS,cran
milr,pingyangchen
mimager,aaronwolen
mime,yihui
mimi,cran
MiMIR,danielebizzarri
MIMSunit,mhealthgroup
mimsy,michelleckelly
mina,guan06
MinBAR,xavi-rp
mind,andrea-fasulo
MindOnStats,ajrgodfrey
mindr,pzhaonet
mineCitrus,cran
mined,cran
MinEDfind,cran
MineICA,bioc
minerva,filosi
minet,meyerp-software
minfi,hansenlab
miniCRAN,andrie
minidown,atusy
miniGUI,cran
minimalRSD,jiyosunny
minimap,seankross
minimax,billvenables
minimaxdesign,simonmak
miniMeta,thlytras
MinimumDistance,bioc
minioclient,cboettig
Minirand,mj2149
miniUI,jcheng5
MinkowskiSum,stla
minMSE,sebastianoschneider
minpack.lm,k-m-m
minqa,r-forge
minque,jacks306
minsample1,anik4322
minsample2,anik4322
minSNPs,ludwighoon
MINTplates,cran
mipfp,jojo-
MiPP,bioc
mipplot,cran
miQC,greenelab
MIRA,databio
MiRaGE,bioc
mirai,shikokuchuo
mirai.promises,shikokuchuo
miRBaseConverter,taoshengxu
miRcomp,bioc
miRecSurv,dmorinya
MIRES,stephensrmmartin
miRetrieve,cran
mirIntegrator,bioc
MiRKAT,aplantin
miRLAB,pvvhoang
miRmine,bioc
miRNAmeConverter,bioc
miRNApath,bioc
MiRNAQCD,cran
miRNAss,cran
miRNAtap,tisimpson
MiRSEA,hanjunwei-lab
miRSM,zhangjunpeng411
miRspongeR,zhangjunpeng411
mirt,philchalmers
mirTarRnaSeq,bioc
mirtCAT,philchalmers
miRtest,stephanartmann
mirtjml,slzhang-fd
mirtsvd,hrzhang16
misaem,julierennes
misc3d,ltierney
miscF,daifengstat
miscFuncs,bentaylor1
miscIC,andrewtitman
misclassGLM,sdlugosz
miscset,setempler
miscTools,arne-henningsen
mise,cran
miselect,cran
mispitools,marsicofl
mispr,cran
misPRIME,cran
MiSPU,chongwu-biostat
MisRepARMA,dmorinya
misreport,gregoryeady
missCforest,ielbadisy
missCompare,tirgit
MissCP,cran
missDeaths,cran
missDiag,sumtxt
missForest,stekhoven
MissingHandle,sandipgarai
missingHE,angabrio
MissingPlotLSD,debarghya9394
MissingPlotRBD,arnab7640
missMDA,husson
missMethods,torockel
missMethyl,bioc
missoNet,yixiao-zeng
Missplot,shantanunayek
missRanger,mayer79
missRows,bioc
missSBM,grosssbm
missSOM,rejebsara
mistat,danielsan24
mistr,cran
mistral,biooss
misty,cran
mistyR,saezlab
mitch,markziemann
mitml,simongrund1
mitoClone2,benstory
MitoHEAR,gabrielelubatti
mitools,tslumley
mitre,motherhack3r
MittagLeffleR,strakaps
miWQS,cran
mix,cran
mixAK,cran
MixAll,joblion
mixAR,geobosh
mixbox,mahditeimouri
mixcat,papgeo
mixchar,smwindecker
mixcure,cran
mixdir,const-ae
mixdist,cran
mixedBayes,kunfa
mixedCCA,irinagain
mixedClust,mversionpenny
MixedIndTests,bouchranasri
MixedLevelRSDs,cran
mixedLSR,alexanderjwhite
mixedMem,ysamwang
MixedPoisson,cran
MixedPsy,moskante
mixedsde,cran
MixedTS,lore140378
mixexp,jsl5-code
MIXFIM,marie-karelle
MixfMRI,snoweye
mixgb,agnesdeng
MixGHD,cran
mixhvg,ruzhangzhao
mixIndependR,ice4prince
mixKernel,cran
mixl,joemolloy
mixlm,khliland
MixMatrix,gzt
mixmeta,gasparrini
mixOmics,mixomicsteam
mixopt,collinerickson
MixOptim,cran
mixPHM,pmair78
mixpoissonreg,vpnsctl
mixR,garybaylor
mixRaschTools,pamelapsc
mixreg,rolfturner
MixRF,randel
MixSAL,franczakius
MixSemiRob,xshen049
MixSIAR,brianstock
MixSim,snoweye
mixsmsn,cran
mixSPE,cran
mixsqp,stephenslab
mixSSG,mahditeimouri
mixtools,dsy109
mixtox,ichxw
mixtur,jimgrange
mixture,cran
MixtureInf,cubranic
MixtureMissing,hungtong
MixtureRegLTIC,cran
MixTwice,zzheng68
MixviR,mikesovic
mixvlmc,fabrice-rossi
mize,jlmelville
mizer,sizespectrum
MKclass,stamats
mkde,sinkovit
MKdescr,stamats
mkin,jranke
MKinfer,stamats
MKLE,cran
MKMeans,cran
MKmisc,stamats
mknapsack,byapparov
MKomics,stamats
MKpower,stamats
mkssd,doer0
ML.MSBD,bjoelle
ML2Pvae,converseg
mlapi,dselivanov
mlbench,cran
mlbplotR,camdenk
mlbstats,pdwaggoner
MLCIRTwithin,cran
MLCM,cran
MLDataR,statsgary
mldr,fcharte
mldr.datasets,fcharte
mldr.resampling,madr0008
MLDS,cran
mle.tools,jmazucheli
mlearning,phgrosjean
MLEce,lumiere1231
MLEcens,cran
mlegp,gdancik
mlergm,cran
MLeval,crj32
mlexperiments,kapsner
mlf,petersonkdon
mlfit,mlfit
mlflow,mateiz
MLFS,jernejjevsenak
MLGdata,cran
MLGL,modal-inria
MLID,profrichharris
mlim,haghish
MLInterfaces,vjcitn
mlma,qingzhaoyu
mlmc,louisaslett
MLmetrics,yanyachen
mlmhelpr,lrocconi
mlmi,jwb133
MLML2R,samarafk
mlmm.gwas,cran
mlmmm,cran
MLModelSelection,kuojunglee
MLMOI,cran
mlmpower,bkeller2
mlmRev,stevencarlislewalker
mlmtools,lkjamison
mlmts,anloor7
MLMusingR,flh3
mlogit,r-forge
mlogitBMA,hanase
MLP,tverbeke
mlpack,rcurtin
MLpreemption,jangraffelman
MLPUGS,bearloga
mlpwr,flxzimmer
mlquantify,andregustavom
mlr,mlr-org
mlr3,mlr-org
mlr3batchmark,mlr-org
mlr3benchmark,mlr-org
mlr3cluster,mlr-org
mlr3data,mlr-org
mlr3db,mlr-org
mlr3fairness,mlr-org
mlr3filters,mlr-org
mlr3fselect,mlr-org
mlr3hyperband,mlr-org
mlr3learners,mlr-org
mlr3mbo,mlr-org
mlr3measures,mlr-org
mlr3misc,mlr-org
mlr3oml,mlr-org
mlr3pipelines,mlr-org
mlr3shiny,lamate
mlr3spatial,mlr-org
mlr3spatiotempcv,mlr-org
mlr3tuning,mlr-org
mlr3tuningspaces,mlr-org
mlr3verse,mlr-org
mlr3viz,mlr-org
mlrCPO,mlr-org
mlrintermbo,mb706
mlrMBO,mlr-org
mlrpro,cran
mlsbm,carter-allen
MLSeq,bioc
mlsjunkgen,scumdogsteev
mlstrOpalr,maelstrom-research
mlt,r-forge
mlt.docreg,r-forge
mltest,cran
mltools,ben519
mlVAR,cran
MLVSBM,chabert-liddell
mlxR,marclavielle
MLZ,quang-huynh
MM,robinhankin
MM2S,bhaibeka
MM2Sdata,bhaibeka
MM4LMM,laportefab
mma,qingzhaoyu
mmabig,qingzhaoyu
MMAC,joelkilty
MMAD,cran
mmand,jonclayden
mmap,jaryan
mmapcharr,privefl
MMAPPR2,jonathonthill
mmaqshiny,meenakshi-kushwaha
mMARCH.AC,weiguonimh
mmb,mrshoenel
mmc,cran
mmcif,boennecd
mmcm,nshi-stat
mmconvert,rqtl
Mmcsd,gustavo039
MMD,fjpreche
MMDai,saki-jsu
MMDCopula,alexisderumigny
MMDiff2,bioc
MMDvariance,weiliang
mme,mestherlv
mmeln,giguerch
MMeM,pengluyaoyao
mmeta,cran
MMINP,yulab-smu
MMLR,nadezdaspiridovska
mmmgee,rmaster1
mmod,dwinter
mmodely,dranthropoid
mMPA,cran
mmpca,cyianor
mmpf,zmjones
mmpp,cran
mmr,stevecondylios
MMRcaseselection,ingorohlfing
mmrm,openpharma
mmsample,cran
mmstat4,sigbertklinke
mmtsne,benradford
MMUPHin,bioc
MMVBVS,tk382
MMWRweek,jarad
MNARclust,cran
MNB,carrascojalmar
mnda,behnam-yousefi
mnem,cbg-ethz
mnet,jmbh
mnis,evanodell
mniw,mlysy
mnj,cran
mnlfa,alexanderrobitzsch
MNLpred,manuelneumann
MNLR,kartikeyabolar
MNM,klauschn
mnmer,aandradebio
mnonr,cran
mnorm,bogdanpotanin
mnormt,cran
MNP,kosukeimai
mnreadR,aureincm
MNS,piomonti
mnt,ebner-kit
moanin,bioc
mob,statcompute
MobileTrigger,kenithgrey
mobilityIndexR,bcmullins
MobilityTransformR,liesasalzer
mobirep,alowis
MoBPS,tpook92
mobr,dmcglinn
MOCCA,hkestler
MOCHA,imran-aifi
mockery,r-lib
mockr,krlmlr
mockthat,nbenn
mod,iqis
mod09nrt,prishabh
mod2rm,cran
MODA,bioc
modACDC,uscbiostats
Modalclust,surajitstat
modchart,byadu
ModCon,caggtaagtat
modeest,paulponcet
modehunt,numbersman77
model4you,heidiseibold
modelbased,easystats
modelc,sparkfish
Modelcharts,krishnaharsha
modeldata,tidymodels
modeldatatoo,tidymodels
modeldb,tidymodels
modelDown,modeloriented
modelenv,tidymodels
Modeler,cran
modelfree,kzychaluk
modelimpact,peerchristensen
modeLLtest,shanascogin
ModelMap,cran
ModelMatrixModel,xinyongtian
ModelMetrics,jackstat
modelObj,sth1402
modelplotr,jurrr
modelr,tidyverse
modelSSE,cran
modelStudio,modeloriented
modelsummary,vincentarelbundock
modeltests,alexpghayes
modeltime,business-science
modeltime.ensemble,business-science
modeltime.resample,business-science
modeltools,thothorn
modelwordcloud,cran
moder,lhdjung
moderate.mediation,cran
moderndive,moderndive
modernVA,cran
modest,philippallmann
ModEstM,jeromepcollet
modesto,cran
modEvA,r-forge
modgetxl,byadu
modi,martinster
modifiedmk,patakamuri
MODISTools,bluegreen-labs
MODIStsp,ropensci
modmarg,anniejw6
modMax,cran
modnets,tswanson222
modopt.matlab,rhochreiter
modQR,cran
ModStatR,fbertran
Modstrings,felixernst
ModTools,andrisignorell
modTurPoint,mousieur-g
moduleColor,plangfelder
modules,wahani
modygliani,cran
MOEADr,fcampelo
MoEClust,keefe-murphy
moexer,x1o
MOFA2,biofam
MOFAT,vroshanjoseph
MOGAMUN,elvanov
mogavs,cran
mogsa,bioc
mojson,chriswweibo
mokken,cran
moko,coldfir3
molaR,cran
MoLE,samlestrade2
MoleculeExperiment,sydneybiox
MolgenisArmadillo,molgenis
MolgenisAuth,molgenis
MOLHD,hrz123
molnet,kathbaum
MOMA,califano-lab
mombf,davidrusi
momentchi2,cran
momentfit,pchausse
moments,luqqe
momentuHMM,bmcclintock
Momocs,momx
MoMPCA,cran
momr,eprifti
MomTrunc,chedgala
monaco,stla
monaLisa,fmicompbio
monashtipr,jimmyday12
mondate,chiefmurph
Mondrian,lbbe-software
MonetDB.R,cran
mongolite,jeroen
mongopipe,cran
monitoR,cran
monmlp,alexcannon
monobin,andrija-djurovic
monobinShiny,andrija-djurovic
monochromeR,cararthompson
monocle,bioc
monoClust,vinhtantran
monographaR,mreginato
MonoInc,cran
monomvn,rbgramacy
MonoPhy,oschwery
MonoPoly,berwinturlach
monoreg,cran
monotone,busingfmta
monotonicity,skoestlmeier
monreg,scottkosty
Monte.Carlo.se,cran
MonteCarlo,funwithr
MonteCarloSEM,fatihorcan
moodleR,chi2labs
moonBook,cardiomoon
MoonlightR,elelab
moose,cran
mop,marlonecobos
mopac,sccmckenzie
MOQA,cran
moranajp,matutosi
moreparty,cran
morestopwords,fatelarico
morph,cran
morphemepiece,macmillancontentscience
morphemepiece.data,macmillancontentscience
morpheus,yagu0
Morpho,zarquon42b
morphomap,aprofico
Morphoscape,blakedickson
MorphoTools2,marekslenker
morse,cran
mortAAR,cran
MortalityGaps,mpascariu
MortalityTables,kainhofer
MortCast,hanase
mortyr,mikejohnpage
mosaic,projectmosaic
mosaicCalc,projectmosaic
mosaicCore,projectmosaic
mosaicData,projectmosaic
mosaicModel,dtkaplan
mosaics,bioc
mosbi,bioc
MOSim,conesalab
mosqcontrol,cran
MOSS,agugonrey
MOST,dziakj1
mosum,haeran-cho
MoTBFs,admaldonado
MOTE,doomlab
motif,nowosad
Motif2Site,manchesterbioinference
motifbreakR,simon-coetzee
motifcluster,wgunderwood
motifcounter,bioc
MotifDb,bioc
motifmatchr,bioc
motifr,marioangst
motifStack,jianhong
motmot,puttickmacroevolution
motoRneuron,tweedell
moult,birgiterni
mountainplot,kwstat
MouseFM,matmu
mousetrap,pascalkieslich
move,bart1
move2,bart1
movecost,gianmarcoalberti
moveHMM,theomichelot
movementsync,tuomaseerola
moveWindSpeed,bart1
movMF,cran
mp,fatore
mpath,zhuwang46
mpathsenser,cran
MPBoost,iullibarri
MPCI,edgarsantos-fernandez
MPDiR,cran
MPFE,cjb105
MPGE,arunabhacodes
MPI,9pointeight
MPLikelihoodWB,hasinurkhan
mplot,garthtarr
MplusAutomation,michaelhallquist
MplusTrees,cran
mpm,r-forge
mpmcorrelogram,cran
mpmi,r-forge
mpmsim,jonesor
MPN,johnihrie
mpoly,dkahle
mpower,cran
mppR,vincentgarin
mpr,cran
mpra,hansenlab
MPRAnalyze,yoseflab
MPS,mahditeimouri
MPSEM,guenardg
mpspline2,obrl-soil
MPsychoR,pmair78
mpt,cran
MPTinR,singmann
MPTmultiverse,mpt-network
MPV,wjbraun
mpwR,cran
MQmetrics,bioc
MQMF,haddonm
Mqrcm,cran
mr.pivw,siqixu
mr.raps,qingyuanzhao
mra,tmcd82070
mratios,cran
mrbayes,okezie94
mrbin,kleinomicslab
mrbsizeR,romanflury
MRCE,cran
mrds,distancedevelopment
mreg,shug0131
mregions,ropensci
mrf,quirinms
mrf2d,freguglia
MRFA,chihli
MRFcov,nicholasjclark
mrfDepth,psegaert
mrfse,rodrigorsdc
mrgsim.parallel,kylebaron
mrgsim.sa,kylebaron
mrgsolve,metrumresearchgroup
MRHawkes,tomstindl
mri,mrmarjan
mritc,jonclayden
MRMCaov,brian-j-smith
MRmediation,cran
mrMLM,yuanmingzhang
mrMLM.GUI,yuanmingzhang
mRMRe,bhklab
mro,cran
MRPC,audreyqyfu
mRpostman,allanvc
MRQoL,cran
MRReg,darkeyes
mrregression,lgstat
MRS,lm186
MRTAnalysis,cran
MRTSampleSize,pengliao
MRTSampleSizeBinary,cran
ms.sev,helgawesterlind
msa,bioc
MSA2dist,bioc
msae,cran
msaeDB,zazaperwira
msaeHB,cran
msaenet,nanxstats
msaFACE,lwlr
msamp,cran
msaR,zachcp
MsBackendMassbank,rformassspectrometry
MsBackendMgf,rformassspectrometry
MsBackendMsp,rformassspectrometry
MsBackendRawFileReader,fgcz
MsBackendSql,rformassspectrometry
MSbox,yonghuidong
msBP,cran
msce,cristoforosimonetto
mschart,ardata-fr
MSclassifR,cran
MSclust,cran
MSCMT,mabe0033
MScombine,monicacalsan
MsCoreUtils,rformassspectrometry
mscp,cran
MSCquartets,johnarhodes
MSCsimtester,eallman
mscstexta4r,philferriere
mscstts,jhudsl
mscsweblm4r,philferriere
msd,cbradl23
msda,archer-yang-lab
MsDataHub,rformassspectrometry
msde,mlysy
msentropy,yuanyueli
MSEtool,blue-matter
MsExperiment,rformassspectrometry
MsFeatures,rformassspectrometry
MSG,yihui
MSGARCH,keblu
MSGARCHelm,rrk4910
msgbsR,bioc
msgl,nielsrhansen
msgpackR,mikiya0417
msgps,keihirose
msgr,chadgoymer
mshap,srmatth
msig,cran
msigdbr,igordot
MSigSeg,cran
mSigTools,rozen-lab
mSimCC,dmorinya
msImpute,davislaboratory
MSinference,cran
MSiP,mrbakhsh
msir,luca-scr
mskcc.oncotree,maialab
mslp,bioc
msltrend,cran
msm,chjackson
msma,cran
msme,cran
msmsEDA,bioc
msmsTests,bioc
msmtools,contefranz
MSMwRA,hsnbulut
MSnbase,lgatto
MSnID,bioc
msos,coatless-rpkg
MSPrep,kechrislab
MSPRT,sandy-pramanik
msPurity,computational-metabolomics
MSQC,edgarsantos-fernandez
msqrob2,statomics
MsQuality,tnaake
MSRDT,ericchen12377
mssm,boennecd
msSPChelpR,marianschmidt
MSSQL,arni-magnusson
MSstats,bioc
MSstatsConvert,bioc
MSstatsLiP,vitek-lab
MSstatsLOBD,vitek-lab
MSstatsPTM,vitek-lab
MSstatsQC,bioc
MSstatsQCgui,bioc
MSstatsSampleSize,bioc
MSstatsShiny,vitek-lab
MSstatsTMT,bioc
MST,pcalhoun1
mstate,hputter
mStats,myominnoo
mstclustering,kmfrick
mstDIF,cran
mSTEM,cran
MSTest,roga11
mstherm,jvolkening
mstknnclust,jorgeklz
mstR,cran
mstrio,p-kowal
msu,eliasmacielr
MSwM,josepasanchez
mt,wanchanglin
MTA,riatelab
MTAR,lan
mtb,yh202109
mtdesign,openpharma
MTDrh,cran
MTE,shaobo-li
mthapower,aurora-mareviv
mtlgmm,ytstat
MTLR,haiderstats
MTPS,ubclxing
MtreeRing,ropensci
MTS,rtsay1
mtsdi,wjunger
MTSYS,okayaa
MUACz,lkmramba
MuChPoint,lionning
muckrock,ironholds
MuData,ilia-kats
mudata2,paleolimbot
mudfold,spybal
mueRelativeRisk,rickeycarter
muhaz,dwinsemius
muHVT,mu-sigma
muir,alforj
Mulcom,bioc
mulgar,dicook
MullerPlot,cran
mully,frankkramer-lab
mulset,login-
MultAlloc,jambrito
MultBiplotR,villardon
multbxxc,sgsokol
multcomp,r-forge
multcompView,lselzer
multDM,kdrachal
MultEq,cran
multfisher,rmaster1
multgee,anestistouloumis
multiActionButton,stla
Multiaovbay,omarruizec
multiApply,anchiho
MultiAssayExperiment,waldronlab
multiAssetOptions,mike4358
MultiATSM,rubensmoura87
MultiBaC,bioc
MultiBD,msuchard
multibiasmeta,mathurlabstanford
multibiplotGUI,ananieto
multiblock,khliland
multibreakeR,loicym
multibridge,asarafoglou
multiCA,anikoszabo
multicastR,cran
multichull,cran
multiclassPairs,nourmarzouka
multiClust,bioc
multicmp,diagdavenport
multiColl,r-forge
multicool,jmcurran
multicrispr,loosolab
multid,vjilmari
MultiDataSet,bioc
multiDimBio,scarpino
multidplyr,tidyverse
multifamm,alexvolkmann
