package,registry,owner
onlineCOV,cran,
onlineforecast,cran,smart-cities-accelerator
onlinePCA,cran,
onls,cran,anspiess
onmaRg,cran,wiiison
ontologyIndex,cran,daniel-jg
ontologyPlot,cran,daniel-jg
ontologySimilarity,cran,daniel-jg
OOI,cran,eladg9
oops,cran,cmann3
OPC,cran,
opdisDownsampling,cran,
OPDOE,cran,
openblender,cran,
openCyto,bioc,
openEBGM,cran,johnihrie
openNLP,cran,
openNLPdata,cran,
openPrimeR,bioc,
openPrimeRui,bioc,
OpenStats,bioc,hamed-ebi
OpenTreeChronograms,cran,lunasare
opGMMassessment,cran,
OPI,cran,turpinandrew
oposSOM,bioc,
oppar,bioc,
Opt5PL,cran,
optbdmaeAT,cran,
optbin,cran,
optBiomarker,cran,mkhondoker
OptCirClust,cran,joemsong
optextras,cran,nashjc
OptGS,cran,
OptHedging,cran,
OptHoldoutSize,cran,jamesliley
optifunset,cran,
optim.functions,cran,gabysbrain
OptimalCutpoints,cran,
OptimalDesign,cran,
optimalFlow,bioc,
OptimalSurrogate,cran,laylaparast
optimalThreshold,cran,yblan
OptimalTiming,cran,
OptimaRegion,cran,exd13
optimbase,cran,
optimos.prime,cran,jcochero
optimr,cran,nashjc
optimsimplex,cran,
optimStrat,cran,
optimx,cran,nashjc
optinterv,cran,eladg9
OptionPricing,cran,hormannw
optionstrat,cran,
optiscale,cran,
optiSel,cran,
OptiSembleForecasting,cran,yeasinstat
optiSolve,cran,
optistock,cran,
OptM,cran,rfitak
optpart,cran,dvrbts
optR,cran,
optrcdmaeAT,cran,
OPTS,cran,
OptSig,cran,jh8080
OPTtesting,cran,
opusminer,cran,cbergmeir
OpVaR,cran,
ora,cran,
OralOpioids,cran,
orca,cran,janezd
orclus,cran,g-rho
ORCME,cran,
orcutt,cran,stefanospada88
ordcrm,cran,
ordDisp,cran,jmober
OrderedList,bioc,
orders,cran,
orderstats,cran,programmersims
OrdFacReg,cran,numbersman77
ordiBreadth,cran,battusboy
ordinalClust,cran,mversionpenny
ordinalCont,cran,maurizio-manuguerra-mq
ordinalForest,cran,romanhornung
ordinalLBM,cran,marcogenni
ordinalNet,cran,
ordinalRR,cran,kjryan13
OrdMonReg,cran,numbersman77
OrdNor,cran,bernice0321
oreo,cran,
Organism.dplyr,bioc,
OrganismDbi,bioc,
OrgMassSpecR,cran,
orgR,cran,yitang
ORIClust,cran,
ORION,cran,hkestler
ORKM,cran,
orloca,cran,mmm-uca
orloca.es,cran,mmm-uca
ormBigData,cran,
ormPlot,cran,
orsk,cran,
OrthoPanels,cran,mapickup
orthopolynom,cran,
oRus,cran,
OryzaProbe,cran,lym-bioinfo
OSAT,bioc,yan16
OscillatorGenerator,cran,arneschoch811
Oscope,bioc,
OSCV,cran,osavchuk
osd,cran,xdomingoal
osDesign,cran,shaneuse
OSDR,cran,
OSFD,cran,
OSNMTF,cran,yinxy1992
osqp,cran,bnaras
osrmr,cran,symbolrush
OSsurvival,cran,laylaparast
OSTE,cran,
OTE,cran,
otinference,cran,
OTrecod,cran,
otrimle,cran,
otrKM,cran,xiajunwen1007
OTRselect,cran,sth1402
otsfeatures,cran,anloor7
ottr,cran,chrispyles
OTUbase,bioc,
OTUtable,cran,amlinz
outbreaker2,cran,finlaycampbell
outliers,cran,luqqe
OutliersO3,cran,impaug
OutrankingTools,cran,
overdisp,cran,fsrafael25
overlapping,cran,
overlapptest,cran,
OVtool,cran,burgette
OxyBS,cran,eahouseman
oz,cran,
p3state.msm,cran,
pa,cran,yl2
PAA,bioc,
PabonLasso,cran,
PAC,cran,hlowl2
packagetrackr,cran,
packHV,cran,
packMBPLSDA,cran,
PACLasso,cran,clpaulso
PACVr,cran,
PADOG,bioc,
pafdR,cran,msperlin
PAGWAS,cran,mevangelou
painter,cran,bsandel
paintmap,cran,daniel-jg
PAIRADISE,bioc,
paircompviz,bioc,beerda
PairedData,cran,
pairkat,bioc,
pairwise,cran,jhhmuc
pairwiseCI,cran,
paleoTS,cran,
palmtree,cran,heidiseibold
pamctdp,cran,cepardot
PAmeasures,cran,
PAMhm,cran,
pampe,cran,ainhoavega
pamr,cran,tibshirani
pan,cran,jinghuazhao
pAnalysis,cran,
pandaR,bioc,
pandocfilters,cran,fl0sch
panelaggregation,cran,will-the-wiz
panelcn.mops,bioc,
PanelCount,cran,
panelPomp,cran,
panelvar,cran,datarob
panelView,cran,
PanJen,cran,
panp,bioc,
PANR,bioc,
papci,cran,
paperplanes,cran,andreasleha
parade,cran,
ParallelDSM,cran,
parallelMCMCcombine,cran,stat108ds
parallelML,cran,
parallelpam,cran,jdmde
ParallelPC,cran,
parallelPlot,cran,
paramhetero,cran,
paran,cran,alexisdinno
ParDNAcopy,cran,gsun2018
parfm,cran,federico-rotolo
parglms,bioc,vjcitn
parody,bioc,vjcitn
parsec,cran,albertoarcagni
parSim,cran,
PartCensReg,cran,mnunez5
partCNV,bioc,ziyili20
partDSA,cran,amolinaro
Partiallyoverlapping,cran,
particle.swarm.optimisation,cran,brunettheo
partitionBEFsp,cran,adamtclark
partitionMetric,cran,
PAS,cran,zhiqiuhu
PASenseWear,cran,
pass.lme,cran,marcocyyu
PASSED,cran,
Path2PPI,bioc,
pathdiagram,cran,gastonstat
pathifier,bioc,
pathlit,cran,riasat-pathlit
pathmodelfit,cran,steveculpepper
PathNet,bioc,
pathRender,bioc,vjcitn
pathVar,bioc,
pathwayTMB,cran,hanjunwei-lab
patternator,cran,stathwang
patternplot,cran,chunqiaoluo
pawacc,cran,
paws.analytics,cran,dyfanjones
paws.application.integration,cran,dyfanjones
paws.common,cran,dyfanjones
paws.compute,cran,dyfanjones
paws.cost.management,cran,dyfanjones
paws.customer.engagement,cran,dyfanjones
paws.database,cran,dyfanjones
paws.developer.tools,cran,dyfanjones
paws.end.user.computing,cran,dyfanjones
paws.machine.learning,cran,dyfanjones
paws.management,cran,dyfanjones
paws.networking,cran,dyfanjones
paws.security.identity,cran,dyfanjones
paws.storage,cran,dyfanjones
pbANOVA,cran,sarahkatharine
pbatR,cran,
pbbd,cran,doer0
PBD,cran,rsetienne
PBIBD,cran,sharmakush
PBIR,cran,
pbixr,cran,
PBNPA,cran,
pbr,cran,
pBrackets,cran,
PBRF,cran,marvels2031
pbs,cran,
PBtDesigns,cran,
PCA4TS,cran,
pcaL1,cran,jpbrooks
pCalibrate,cran,manuelaott
pcalls,cran,
PCAN,bioc,
pcatsAPIclientR,cran,michalkouril
PCDimension,cran,
pcdpca,cran,
pcensmix,cran,
PCFAM,cran,yihuizhou
pcg,cran,doer0
pcgen,cran,pariya
PCGSE,cran,
pch,cran,
pchc,cran,
PCICt,cran,jameshiebert
PCL,cran,andrewyyp
pcLasso,cran,tibshirani
pcmabc,cran,
PCMRS,cran,schaubert
pcnetmeta,cran,linlf
pco,cran,
PCObw,cran,
PCovR,cran,
PCRA,cran,martinrd3d
PCS,cran,
pcse,cran,deliabailey
pcutils,cran,
pcv,cran,svkucheryavski
pcxn,bioc,
pda,cran,
pder,cran,ycroissant
pdfCluster,cran,
PDFEstimator,cran,jennyfarmer
pdfminer,cran,fl0sch
pdInfoBuilder,bioc,
pdmod,cran,cbracis
PDN,cran,bruce1edward
PdPDB,cran,
pdR,cran,
PDSCE,cran,
PDShiny,cran,kartikeyabolar
pdt,cran,janhoutveen
PEACH,cran,
Peacock.test,cran,yml2017xiao
peacots,cran,
pearson7,cran,drjphughesjr
PearsonDS,cran,mabe0033
PearsonICA,cran,juhakarvanen
PECA,bioc,
pecora,cran,
pedalfast.data,cran,dewittpe
pedgene,cran,sinnweja
pedigree,cran,albartcoster
peermodels,cran,aminadibi
pegas,cran,emmanuelparadis
PEGroupTesting,cran,
PEIMAN2,cran,
PEIP,cran,jonathanlees
pemultinom,cran,ytstat
penAFT,cran,
penalized,cran,jellegoeman
penalizedcdf,cran,
penalizedLDA,cran,
pencal,cran,m-signo
pencopulaCond,cran,
PenCoxFrail,cran,
pendensity,cran,chrschellhase
penDvine,cran,
PenIC,cran,yanliu5
penMSM,cran,hreulen
peopleanalytics,cran,cstarbuck
pepXMLTab,bioc,
pequod,cran,albertomirisola
perccal,cran,
percentiles,cran,
perfectphyloR,cran,cbhagya
PerfMeas,cran,gvalentini58
PeriodicTable,cran,julienide
perm,cran,
PermAlgo,cran,
PERMANOVA,cran,laura20vg
permPATH,cran,
persDx,cran,yunrochung
persiandictionary,cran,
PersianStemmer,cran,
PersomicsArray,cran,jsmes123
perspectev,cran,
perturbR,cran,kgates
PesticideLoadIndicator,cran,
PEtests,cran,
petitr,cran,faune3
pfa,cran,
PFIM,cran,iame-researchcenter
pgca,bioc,gcohenfr
pgdraw,cran,
PGEE,cran,
pgenlibr,cran,chrchang
pGMGM,cran,
pgmm,cran,
pgnorm,cran,
pGPx,cran,dazzimonti
pgraph,cran,yangfengstat
pGRN,cran,gangcai
ph2bye,cran,allenzhuaz
ph2mult,cran,allenzhuaz
PhageCocktail,cran,
phase,cran,
Phase123,cran,
Phase12Compare,cran,
phateR,cran,scottgigante
PHclust,cran,
phd,cran,
phemd,bioc,
phenesse,cran,mbelitz
phenex,cran,daniel-dok
PHENIX,cran,
phenmod,cran,
phenModel,cran,
pheno,cran,
PhenoGeneRanker,bioc,
phenology,cran,marc-girondot
phenomis,bioc,
phenopath,bioc,
phenopix,cran,gianlucafilippa
phenoTest,bioc,
PhenStat,bioc,hamed-ebi
PHeval,cran,
PheVis,cran,thomasferte
phiDelta,cran,
PHInfiniteEstimates,cran,kolassa-dev
PhitestR,cran,
phm,cran,
phonTools,cran,santiagobarreda
phosphonormalizer,bioc,
PhosR,bioc,
photobiologyFilters,cran,aphalo
photobiologySensors,cran,aphalo
photobiologySun,cran,aphalo
photobiologyWavebands,cran,aphalo
phreeqc,cran,scharlton2
PHSMM,cran,
phuassess,cran,
PhViD,cran,ismail-ahmed
Phxnlme,cran,chayngee
phyext2,cran,johnrstevens
phylin,cran,ptarroso
phyloclim,cran,
phylometrics,cran,amsibioinfo
phylotate,cran,dlbeer
phyreg,cran,
PhysActBedRest,cran,
PhysicalActivity,cran,
PhySortR,cran,timothystephens
Pi,bioc,
picasso,cran,
PICBayes,cran,
pickgene,bioc,
pid,cran,kgdunn
PieceExpIntensity,cran,andrewchapple21
Pigengene,bioc,
piglet,cran,yaarilab
PIGShift,cran,schraiber
Pijavski,cran,
PING,bioc,
PINMA,cran,nomahi
pinochet,cran,danilofreire
PINSPlus,cran,phibya
pinterestadsR,cran,pablosanmar
pipefittr,cran,sahilseth
pipeGS,cran,njheyu
pirate,cran,
pisaRT,cran,
pixelclasser,cran,carlosrealr
pixmap,cran,
PK,cran,tjaki
PKconverter,cran,ek-lee
PKLMtest,cran,spohnm
pkmon,cran,
pkr,cran,
pks,cran,
placer,cran,
places,cran,krgitcode
Planesmuestra,cran,
planningML,cran,vivid225
plaqr,cran,
PlasmaMutationDetector,cran,
PlasmaMutationDetector2,cran,yrozen-biostm
Plasmidprofiler,cran,thezetner
PlatformDesign,cran,
plattice,cran,
PlayerRatings,cran,
plde,cran,
pleio,cran,sinnweja
pleLMA,cran,carolynanderson
plethy,bioc,
plfm,cran,
plfMA,cran,
plgem,bioc,
plgp,cran,rbgramacy
plier,bioc,
plink,cran,bocaccio
plinkFile,cran,
PLIS,cran,
PLmixed,cran,njrockwood
PloGO2,bioc,
PLordprob,cran,eulogepagui
PLORN,cran,
plot3D,cran,karlines
plot3Drgl,cran,karlines
plotbb,cran,guangchuangyu
PlotBivInvGaus,cran,bhushan0510
PlotContour,cran,
plotfunctions,cran,jacolien
plotGMM,cran,pdwaggoner
plothelper,cran,
plotmo,cran,stephenmilborrow
plotpc,cran,stephenmilborrow
PlotPrjNetworks,cran,jordieres
plotprotein,cran,
plotrix,cran,jimlemon
plotscale,cran,bergsmat
plotwidgets,cran,january3
PLPE,bioc,
plpoisson,cran,drwolf85
PLRModels,cran,
plsdepot,cran,fbertran
plsgenomics,cran,gdurif
PLSiMCpp,cran,bruceqd
plsmselect,cran,indrayudhghosal
pluscode,cran,doylem86
plusser,cran,
pm3,cran,
PMCMR,cran,
PMCMRplus,cran,
pmhtutorial,cran,
pmledecon,cran,
pmm,bioc,
pmmlTransformations,cran,
pmp,bioc,
pmr,cran,
pmsampsize,cran,
pmultinom,cran,alex-l-m
pmxcode,cran,
PNAR,cran,
PoA,cran,
POCRE,cran,
pocrm,cran,
PoDBAY,cran,vavrycuk-zz
PoDCall,bioc,
podcleaner,cran,
POET,cran,zhelcheva
pogit,cran,
poibin,cran,yili-hong
PoiClaClu,cran,
poilog,cran,vidargrotan
POINT,cran,sth1402
pointdensityP,cran,
pointRes,cran,
PoisBinNonNor,cran,bernice0321
PoisBinOrd,cran,bernice0321
PoisBinOrdNonNor,cran,bernice0321
PoisBinOrdNor,cran,bernice0321
PoisNonNor,cran,bernice0321
PoisNor,cran,bernice0321
poisson,cran,
poisson.glm.mix,cran,mqbssppe
poissonMT,cran,claudioagostinelli
PoissonMultinomial,cran,yili-hong
PoissonPCA,cran,tjk23
poistweedie,cran,
poker,cran,greenspb
policytree,cran,grootci
polimetrics,cran,
poliscidata,cran,
pollster,cran,
polspline,cran,
polyaAeppli,cran,cjb105
polyapost,cran,
PolycrossDesigns,cran,
polyester,bioc,
PolyHaplotyper,cran,roelandv
polymapR,cran,pbourkey
polynom,cran,billvenables
PolynomF,cran,billvenables
polyqtlR,cran,pbourkey
PolyTrend,cran,hristotomov
POMaSPU,cran,junghi
Pomic,cran,pioucyril
pompom,cran,vwendy
pooh,cran,cjgeyer
PoolDilutionR,cran,
PooledMeanGroup,cran,
poolfstat,cran,mgautierinra
pop.lion,cran,gchapron
pop.wolf,cran,gchapron
popbio,cran,
popdemo,cran,iainmstott
PoPdesign,cran,vivid225
popgenr,cran,akijarl
popReconstruct,cran,
popsom,cran,lutzhamel
popstudy,cran,
PopulationGrowthR,cran,bimanc
populationPDXdesign,cran,
PopVar,cran,neyhartj
porridge,cran,wvanwie
portes,cran,
PortfolioOptim,cran,
PortRisk,cran,sourish-cmi
portsort,cran,a-dickerson
POSetR,cran,albertoarcagni
PoSI,cran,wan-z
PosRatioDist,cran,tragedybmc127
postGGIR,cran,weiguonimh
postHoc,cran,rlabo
postinfectious,cran,charleung
postlightmercury,cran,mikkelkrogsholm
POSTm,cran,sth1402
potts,cran,cjgeyer
PottsUtils,cran,daifengstat
pould,cran,sjmack
pow.int,cran,jondebove
powdist,cran,
powerbydesign,cran,frankpapenmeier
powerCompRisk,cran,erickawaguchi
powerGWASinteraction,cran,
powerindexR,cran,
powerMediation,cran,weiliang
PowerNormal,cran,gsagamezm
powerpkg,cran,danieleweeks
powerplus,cran,
powerSurvEpi,cran,weiliang
powerTCR,bioc,
POWSC,bioc,
PP3,cran,
ppcc,cran,
ppclust,cran,
ppcor,cran,
ppgam,cran,byoungman
PPInfer,bioc,
PPLasso,cran,
ppmHR,cran,shu-d
PPMiss,cran,tsprass
ppmlasso,cran,iwrenner
ppmSuite,cran,
PPRL,cran,germanrecordlinkage
pps,cran,
ppsbm,cran,
PPtreeViz,cran,ek-lee
pqantimalarials,cran,renschler
PQLseq,cran,
pqrfe,cran,iandanilevicz
pqsfinder,bioc,
prabclus,cran,chrhennig
pracma,cran,hwborchers
PracticalEquiDesign,cran,zrmacc
practicalSigni,cran,hdvinod
PracTools,cran,
PRANA,cran,
prebs,bioc,
precmed,cran,
PREDA,bioc,
PredCRG,cran,prabinameher
predfairness,cran,
predhy,cran,yangxu89
predhy.GUI,cran,
PredictABEL,cran,suman762
PredictionR,cran,
predictmeans,cran,dongwenluo
PredPsych,cran,ateshkoul
predReliability,cran,
prefmod,cran,maiermarco
PReMiuM,cran,silvialiverani
pRepDesigns,cran,
prepplot,cran,ugroempi
PreProcessing,cran,
PREPShiny,cran,kartikeyabolar
preputils,cran,joseffrank
PresenceAbsence,cran,
presens,cran,matthewabirk
preseqR,cran,
PResiduals,cran,
presmTP,cran,gsoutinho
PressPurt,cran,rtxci
prettyR,cran,jimlemon
previsionio,cran,florian-laroumagne
prevtoinc,cran,
pRF,cran,archakravarthy
prim,cran,tarnduong
PRIMAL,cran,zichongli5
primate,cran,
primePCA,cran,
PRIMME,cran,eromero-vlc
PrInDT,cran,
prioGene,cran,huerqiang
PriorGen,cran,kpatera
PRISMA,cran,
PRISMA2020,cran,chriscpritchard
prithulib,cran,snapchaturvedi
PrivateLR,cran,laats
prnsamplr,cran,kirajcg
ProAE,cran,blakelanglais
proBAMr,bioc,
ProbeDeveloper,cran,junhuili1017
ProbitSpatial,cran,
ProbMarg,cran,tfliaoui
probout,cran,
ProbSamplingI,cran,
PROBShiny,cran,kartikeyabolar
ProbYX,cran,
proccalibrad,cran,prishabh
PROcess,bioc,
processpredictR,cran,gertjanssenswillen
ProcMod,cran,
ProDenICA,cran,trevorhastie
productivity,cran,ydesjeux
ProfessR,cran,jonathanlees
profExtrema,cran,dazzimonti
ProfileLikelihood,cran,choileena
profileplyr,bioc,
profileScoreDist,bioc,
proftools,cran,ltierney
progenyClust,cran,huhuhuyeye
ProjectManagement,cran,juan-goncalves-dosantos
prome,cran,
PROMETHEE,cran,fvidoli
promethee123,cran,miguellellis
PROMISE,bioc,stan-pounds
prop.comb.RR,cran,
propagate,cran,
PropClust,cran,plangfelder
PROPER,bioc,
properties,cran,dseynaev
prophet,cran,
propOverlap,cran,
PROPS,bioc,
PropScrRand,cran,
PROreg,cran,
PROSPER,cran,
protag,cran,yuanbofaith
proteinProfiles,bioc,
ProteoMM,bioc,
proteus,cran,
proton,cran,pbiecek
prototest,cran,
ProTrackR,cran,
provDebugR,cran,blernermhc
provGraphR,cran,blernermhc
provParseR,cran,blernermhc
proxirr,cran,danielebaisero
proxy,cran,
PRP,cran,artemiszhao
PRROC,cran,jgraux
PRSim,cran,
PRSPGx,cran,
pRSR,cran,
prWarp,cran,
Przewodnik,cran,pbiecek
psbcGroup,cran,kleest0
psborrow,cran,gravesti
PScr,cran,diegogallardo87
psdr,cran,yhankcheng
PSEA,bioc,
pseudo,cran,kevin444
psgp,cran,
psica,cran,osysoev
pso,cran,
psoptim,cran,
pspearman,cran,
pspline,cran,
PSPManalysis,cran,amderoos
PSS.Health,cran,rogerioboff1
PSSIM,cran,
Pstat,cran,
PSW,cran,lenmade
psy,cran,
psych,cran,revelle
psychometric,cran,tfletcher05
psychomix,cran,
psychotools,cran,zeileis
psychotree,cran,zeileis
psychrolib,cran,hongyuanjia
psychTools,cran,revelle
PsyControl,cran,maxwellhong
psygenet2r,bioc,
psyphy,cran,
PTAk,cran,
PTE,cran,
PTERP,cran,laylaparast
ptest,cran,angusian
ptf,cran,yeliuncsu
ptinpoly,cran,maisogjm
ptm,cran,jcaledo
ptmixed,cran,m-signo
PtProcess,cran,
PTSR,cran,tsprass
pttstability,cran,adamtclark
PTwins,cran,lmesteban
ptycho,cran,
pubmed.mineR,cran,
PubMedMining,cran,
puma,bioc,
PUPAIM,cran,
PUPAK,cran,
PupilPre,cran,akkyro
PUPMCR,cran,
PUPMSI,cran,
purge,cran,maiermarc
Pursuit,cran,
pvac,bioc,
pvar,cran,1vbutkus
pvca,bioc,
pvclass,cran,
pvclust,cran,r-suzuki
pvcurveanalysis,cran,annaraesch
Pviz,bioc,
pvldcurve,cran,annaraesch
PVplr,cran,vuvlab
PVR,cran,santostbio
PWD,cran,
PWEALL,cran,marvels2031
PWIR,cran,rhaunschild
pwlmm,cran,
PWMEnrich,bioc,
pwOmics,bioc,
pwr2,cran,
pwrEWAS,bioc,
pwrFDR,cran,izmirlig
PwrGSD,cran,izmirlig
pwrRasch,cran,
pwrss,cran,metinbulus
pwt,cran,zeileis
pwt10,cran,zeileis
pwt8,cran,zeileis
pwt9,cran,zeileis
pycno,cran,
pyramid,cran,minatonakazawa
Q2q,cran,
qape,cran,
Qapprox,cran,wpihongzhang
Qardl,cran,zedtaha
qat,cran,
qbld,cran,ayushmclaren
qboxplot,cran,thomaswpike
QCA,cran,
QCApro,cran,
QCAtools,cran,
QCEWAS,cran,mostpj
QCGWAS,cran,mostpj
qch,cran,tmaryhuard
qckitfastq,bioc,
qcQpcr,cran,alorzadeh
QCSIS,cran,xuejunma
qcv,cran,rmfurr
QDComparison,cran,
qdm,cran,
Qest,cran,gianluca-sottile
QF,cran,agardini
qfa,cran,thl2019
qfasar,cran,bromaghin
QFRM,cran,omelnikov
qGaussian,cran,wagnerufs
qgcompint,cran,alexpkeil1
qgtools,cran,jacks306
qha,cran,cepardot
QHOT,cran,
QI,cran,bappa10085
Qindex,cran,tingtingzhan
qkerntool,cran,yusenzhang
qlifetable,cran,
qmap,cran,lukasgudm
qmd,cran,
qMRI,cran,ktabelow
qmrparser,cran,
qmvs,cran,ycartes
QoLMiss,cran,atanubhattacharjee
qpcR,cran,
qPCRhelper,cran,
qpcrNorm,bioc,
qpgraph,bioc,
qpNCA,cran,huismanj
QQperm,cran,qwang
qqvases,cran,robstine
QR,cran,github-ms
qrage,cran,
QRank,cran,
qrcm,cran,
qrcmNP,cran,gianluca-sottile
QRegVCM,cran,
qreport,cran,harrelfe
QRIpkg,cran,abestsg
qrjoint,cran,
qrLMM,cran,chedgala
QRM,cran,bpfaff
qrmdata,cran,
qrmix,cran,
qrmtools,cran,
qrng,cran,
qrNLMM,cran,chedgala
qrnn,cran,alexcannon
qsea,bioc,
qsmooth,bioc,
qsort,cran,davidnsousa
QSutils,bioc,
QTL.gCIMapping,cran,yuanmingzhang
QTL.gCIMapping.GUI,cran,yuanmingzhang
qtlc,cran,ivanp84
qtlhot,cran,
qtlmt,cran,
qtlnet,cran,
QTLRel,cran,
QTOCen,cran,yuzhou-isabella
Qtools,cran,
quadmatrix,cran,kasakh
quadprog,cran,berwinturlach
quadraticSD,cran,
QuadRoot,cran,
quantCurves,cran,nparamestimcurves
quantification,cran,
quantileDA,cran,viroli
QuantileGH,cran,
QuantileGradeR,cran,king-county-restaurant-grading
QuantileNPCI,cran,yan16
quantilogram,cran,
quantkriging,cran,kevinquinlan
quantoptr,cran,yuzhou-isabella
QuantPsyc,cran,tfletcher05
quantreg,cran,rkoenker
quantreg.nonpar,cran,ivanfernandezval
quantregGrowth,cran,vitomuggeo
quantro,bioc,
quantsmooth,bioc,
QuantumOps,cran,resc0059
quarks,cran,
QuartPAC,bioc,
QuasiSeq,cran,splund16
QuasR,bioc,
QuaternaryProd,bioc,
QuClu,cran,landerlucci
quest,cran,ddisab01
QuESTr,cran,
queueing,cran,
quhomology,cran,
quickNmix,cran,mrparker909
quickReg,cran,han-xikun
quickregression,cran,darshan-maniyar
quiddich,cran,luisekuehn
quint,cran,elisedus
quoradsR,cran,pablosanmar
qusage,bioc,cbolen1
qut,cran,
QWDAP,cran,
r.jive,cran,oconnellmj
r02pro,cran,yangfengstat
R1magic,cran,
R2Addhaz,cran,deniserava
R2admb,cran,bbolker
R2BayesX,cran,freezenik
R2DT,cran,robin-vo
R2OpenBUGS,cran,snthomas99
R2sample,cran,wolfgangrolke
R2wd,cran,
R2WinBUGS,cran,
R453Plus1Toolbox,bioc,
r4lineups,cran,colintredoux
R4RNA,bioc,
r5r,cran,rafapereirabr
R6causal,cran,juhakarvanen
ra4bayesmeta,cran,manuelaott
RaceID,cran,dgrun
rADA,cran,
RADanalysis,cran,saeedghalati
radar,cran,
RadioGx,bioc,bhaibeka
RadioSonde,cran,dnychka
radir,cran,
radlibs,cran,
RadOnc,cran,reidt03
RADstackshelpR,cran,
rafalib,cran,rairizarry
RAFS,cran,yoctozepto
ragtop,cran,
rain,bioc,
rainbow,cran,
raincin,cran,
RainfallErosivityFactor,cran,dionecardoso
RALSA,cran,
ramchoice,cran,xinweima
RAMP,cran,yangfengstat
RAMpath,cran,
ramps,cran,brian-j-smith
ramsvm,cran,sth1402
randChecks,cran,
randcorr,cran,
RandMeta,cran,
randnet,cran,tianxili
random.polychor.pa,cran,
randomForest,cran,andyliaw-mrk
randomForestSRC,cran,kogalur
randomGLM,cran,plangfelder
randomizationInference,cran,
randomizeBE,cran,detlew
randomizeR,cran,
randomLCA,cran,kjbeath
randomUniformForest,cran,
randPack,bioc,
RandPro,cran,siddhunitpy
randtests,cran,f-caeiro
RanglaPunjab,cran,
RankAggreg,cran,vpihur
rankdifferencetest,cran,
rankdist,cran,
rankFD,cran,
rankinma,cran,enochkang
RankProd,bioc,
RankResponse,cran,
RANKS,cran,gvalentini58
rankUncertainty,cran,
rapidjsonr,cran,
RapidPolygonLookup,cran,markusloecher
rapidxmlr,cran,
RaProR,cran,lgstat
Raquifer,cran,susaenergy
RareComb,cran,vijaymp38
Rarefy,cran,elith95
rareNMtests,cran,luiscayuela
RareVariantVis,bioc,
RARfreq,cran,hoyden0329
RaschSampler,cran,pmair78
rasclass,cran,
RaSEn,cran,ytstat
rasterImage,cran,
RAT,cran,
ratdat,cran,ethanwhite
rateratio.test,cran,
raters,cran,danielegiardiello
ratesci,cran,
RatingScaleReduction,cran,
RationalExp,cran,
ratios,cran,solmonta
rattle,cran,gjwgit
Ravages,cran,ozvan
rAverage,cran,davidemassidda
raws.profile,cran,
rbart,cran,remcc
RbcBook1,bioc,vjcitn
RBE3,cran,
Rbeast,cran,dirt
Rbec,bioc,
rbenchmark,cran,
Rbent,cran,fpzhang2015
rBeta2009,cran,aks43725
RBGL,bioc,
Rbgs,cran,rimjhimsingh1012
RBioinf,bioc,
rbiouml,cran,yevshin
rbit,cran,
RBM,bioc,dongmeili2017
rBMF,cran,
rbmn,cran,
rbooster,cran,
Rborist,cran,suiji
rbounds,cran,ljk20
Rbowtie2,bioc,
rbridge,cran,byuzbasi
rbsurv,bioc,
rbtc,cran,bpfaff
RBtest,cran,
RCA,cran,amirgo
RCAL,cran,
RCALI,cran,
Rcapture,cran,
RCAS,bioc,
RCASPAR,bioc,
rCAT,cran,gistin
RcausalEGM,cran,teddy880
rcbalance,cran,
RCBR,cran,rudjer
rcbsubset,cran,
RCCPCA,cran,aboaziz1
rcdd,cran,cjgeyer
rcDEA,cran,
rcdk,cran,zachcp
rcdklibs,cran,zachcp
RCEIM,cran,algolkm
RcellData,cran,
rcellminer,bioc,
RCGLS,cran,willemijnvroege
Rcgmin,cran,nashjc
RchivalTag,cran,
rChoiceDialogs,cran,alexfoxfox
RChronoModel,cran,philippe-a
RclusTool,cran,
rCMA,cran,wolfgangkonen
Rcmdr,cran,john-d-fox
RcmdrMisc,cran,john-d-fox
RcmdrPlugin.aRnova,cran,
RcmdrPlugin.BiclustGUI,cran,ewouddt
RcmdrPlugin.BWS1,cran,
RcmdrPlugin.BWS2,cran,
RcmdrPlugin.coin,cran,danny-ldc
RcmdrPlugin.cpd,cran,svilchez
RcmdrPlugin.DCCV,cran,
RcmdrPlugin.DCE,cran,
RcmdrPlugin.depthTools,cran,aurora-torrente
RcmdrPlugin.DoE,cran,
RcmdrPlugin.EACSPIR,cran,dleivaur79
RcmdrPlugin.EBM,cran,danny-ldc
RcmdrPlugin.EcoVirtual,cran,
RcmdrPlugin.EZR,cran,yoshikanda
RcmdrPlugin.FactoMineR,cran,
RcmdrPlugin.GWRM,cran,svilchez
RcmdrPlugin.HH,cran,rmheiberger
RcmdrPlugin.KMggplot2,cran,triadsou
RcmdrPlugin.MA,cran,acdelre
RcmdrPlugin.orloca,cran,mmm-uca
RcmdrPlugin.PcaRobust,cran,fauzipandya
RcmdrPlugin.RiskDemo,cran,arolluom
RcmdrPlugin.RMTCJags,cran,mgoulartinc
RcmdrPlugin.ROC,cran,danny-ldc
RcmdrPlugin.SCDA,cran,
RcmdrPlugin.sos,cran,landroni
RcmdrPlugin.survival,cran,john-d-fox
RcmdrPlugin.TeachingDemos,cran,john-d-fox
RcmdrPlugin.TeachStat,cran,
RcmdrPlugin.temis,cran,nalimilan
